tape_id,loan_id,source_row_index,payment_seq,instalment_no,period_no,event_kind,due_date,due_year_month,due_day_of_month,actual_date,actual_year_month,actual_day_of_month,delay_days,days_past_due,delay_bucket,is_late,is_overdue,is_future_scheduled,type,type_raw,state,state_raw,is_paid,amount_eur,pending_eur,paid_eur,reduces_principal,cum_principal_paid_eur,principal_outstanding_after_eur,implied_annual_rate_pct,is_regular_cash,is_closure_row,is_settlement_marker,is_aborted_settlement,is_duplicate,record_loan_id,record_loan_id_matches,parse_issues
0fd46b6c118d,37216892,0,46,,,closure,2023-07-20,2023-07,20,2023-05-31,2023-05,31.0,-50.0,,early,False,False,False,principal,principal,paid on time,paid on time,True,108.78,0.0,108.78,True,1627.91,11572.09,,False,True,False,False,False,37216892,True,
0fd46b6c118d,37216892,0,47,,,closure,2023-07-20,2023-07,20,2023-05-31,2023-05,31.0,-50.0,,early,False,False,False,contract fee repayment,contract fee repayment,paid on time,paid on time,True,14.73,0.0,14.73,True,1642.64,11557.36,,False,True,False,False,False,37216892,True,
0fd46b6c118d,37216892,0,48,,,closure,2023-08-20,2023-08,20,2023-05-31,2023-05,31.0,-81.0,,early,False,False,False,principal,principal,paid on time,paid on time,True,111.0,0.0,111.0,True,1753.64,11446.36,,False,True,False,False,False,37216892,True,
0fd46b6c118d,37216892,0,49,,,closure,2023-08-20,2023-08,20,2023-05-31,2023-05,31.0,-81.0,,early,False,False,False,contract fee repayment,contract fee repayment,paid on time,paid on time,True,14.73,0.0,14.73,True,1768.37,11431.63,,False,True,False,False,False,37216892,True,
0fd46b6c118d,37216892,0,50,,,closure,2023-09-20,2023-09,20,2023-05-31,2023-05,31.0,-112.0,,early,False,False,False,principal,principal,paid on time,paid on time,True,113.27,0.0,113.27,True,1881.64,11318.36,,False,True,False,False,False,37216892,True,
0fd46b6c118d,37216892,0,51,,,closure,2023-09-20,2023-09,20,2023-05-31,2023-05,31.0,-112.0,,early,False,False,False,contract fee repayment,contract fee repayment,paid on time,paid on time,True,14.73,0.0,14.73,True,1896.37,11303.63,,False,True,False,False,False,37216892,True,
0fd46b6c118d,37216892,0,52,,,closure,2023-10-20,2023-10,20,2023-05-31,2023-05,31.0,-142.0,,early,False,False,False,principal,principal,paid on time,paid on time,True,115.58,0.0,115.58,True,2011.95,11188.05,,False,True,False,False,False,37216892,True,
0fd46b6c118d,37216892,0,53,,,closure,2023-10-20,2023-10,20,2023-05-31,2023-05,31.0,-142.0,,early,False,False,False,contract fee repayment,contract fee repayment,paid on time,paid on time,True,14.73,0.0,14.73,True,2026.68,11173.32,,False,True,False,False,False,37216892,True,
0fd46b6c118d,37216892,0,54,,,closure,2023-11-20,2023-11,20,2023-05-31,2023-05,31.0,-173.0,,early,False,False,False,principal,principal,paid on time,paid on time,True,117.95,0.0,117.95,True,2144.63,11055.37,,False,True,False,False,False,37216892,True,
0fd46b6c118d,37216892,0,55,,,closure,2023-11-20,2023-11,20,2023-05-31,2023-05,31.0,-173.0,,early,False,False,False,contract fee repayment,contract fee repayment,paid on time,paid on time,True,14.73,0.0,14.73,True,2159.36,11040.64,,False,True,False,False,False,37216892,True,
0fd46b6c118d,37216892,0,56,,,closure,2023-12-20,2023-12,20,2023-05-31,2023-05,31.0,-203.0,,early,False,False,False,principal,principal,paid on time,paid on time,True,120.36,0.0,120.36,True,2279.72,10920.28,,False,True,False,False,False,37216892,True,
0fd46b6c118d,37216892,0,57,,,closure,2023-12-20,2023-12,20,2023-05-31,2023-05,31.0,-203.0,,early,False,False,False,contract fee repayment,contract fee repayment,paid on time,paid on time,True,14.73,0.0,14.73,True,2294.45,10905.55,,False,True,False,False,False,37216892,True,
0fd46b6c118d,37216892,0,58,,,closure,2024-01-20,2024-01,20,2023-05-31,2023-05,31.0,-234.0,,early,False,False,False,principal,principal,paid on time,paid on time,True,122.82,0.0,122.82,True,2417.27,10782.73,,False,True,False,False,False,37216892,True,
0fd46b6c118d,37216892,0,59,,,closure,2024-01-20,2024-01,20,2023-05-31,2023-05,31.0,-234.0,,early,False,False,False,contract fee repayment,contract fee repayment,paid on time,paid on time,True,14.73,0.0,14.73,True,2432.0,10768.0,,False,True,False,False,False,37216892,True,
0fd46b6c118d,37216892,0,60,,,closure,2024-02-20,2024-02,20,2023-05-31,2023-05,31.0,-265.0,,early,False,False,False,principal,principal,paid on time,paid on time,True,125.33,0.0,125.33,True,2557.33,10642.67,,False,True,False,False,False,37216892,True,
0fd46b6c118d,37216892,0,61,,,closure,2024-02-20,2024-02,20,2023-05-31,2023-05,31.0,-265.0,,early,False,False,False,contract fee repayment,contract fee repayment,paid on time,paid on time,True,14.73,0.0,14.73,True,2572.06,10627.94,,False,True,False,False,False,37216892,True,
0fd46b6c118d,37216892,0,62,,,closure,2024-03-20,2024-03,20,2023-05-31,2023-05,31.0,-294.0,,early,False,False,False,principal,principal,paid on time,paid on time,True,127.89,0.0,127.89,True,2699.95,10500.05,,False,True,False,False,False,37216892,True,
0fd46b6c118d,37216892,0,63,,,closure,2024-03-20,2024-03,20,2023-05-31,2023-05,31.0,-294.0,,early,False,False,False,contract fee repayment,contract fee repayment,paid on time,paid on time,True,14.73,0.0,14.73,True,2714.68,10485.32,,False,True,False,False,False,37216892,True,
0fd46b6c118d,37216892,0,64,,,closure,2024-04-20,2024-04,20,2023-05-31,2023-05,31.0,-325.0,,early,False,False,False,principal,principal,paid on time,paid on time,True,130.5,0.0,130.5,True,2845.18,10354.82,,False,True,False,False,False,37216892,True,
0fd46b6c118d,37216892,0,65,,,closure,2024-04-20,2024-04,20,2023-05-31,2023-05,31.0,-325.0,,early,False,False,False,contract fee repayment,contract fee repayment,paid on time,paid on time,True,14.73,0.0,14.73,True,2859.91,10340.09,,False,True,False,False,False,37216892,True,
0fd46b6c118d,37216892,0,66,,,closure,2024-05-20,2024-05,20,2023-05-31,2023-05,31.0,-355.0,,early,False,False,False,principal,principal,paid on time,paid on time,True,133.17,0.0,133.17,True,2993.08,10206.92,,False,True,False,False,False,37216892,True,
0fd46b6c118d,37216892,0,67,,,closure,2024-05-20,2024-05,20,2023-05-31,2023-05,31.0,-355.0,,early,False,False,False,contract fee repayment,contract fee repayment,paid on time,paid on time,True,14.73,0.0,14.73,True,3007.81,10192.19,,False,True,False,False,False,37216892,True,
0fd46b6c118d,37216892,0,68,,,closure,2024-06-20,2024-06,20,2023-05-31,2023-05,31.0,-386.0,,early,False,False,False,principal,principal,paid on time,paid on time,True,135.89,0.0,135.89,True,3143.7,10056.3,,False,True,False,False,False,37216892,True,
0fd46b6c118d,37216892,0,69,,,closure,2024-06-20,2024-06,20,2023-05-31,2023-05,31.0,-386.0,,early,False,False,False,contract fee repayment,contract fee repayment,paid on time,paid on time,True,14.73,0.0,14.73,True,3158.43,10041.57,,False,True,False,False,False,37216892,True,
0fd46b6c118d,37216892,0,70,,,closure,2024-07-20,2024-07,20,2023-05-31,2023-05,31.0,-416.0,,early,False,False,False,principal,principal,paid on time,paid on time,True,138.66,0.0,138.66,True,3297.09,9902.91,,False,True,False,False,False,37216892,True,
0fd46b6c118d,37216892,0,71,,,closure,2024-07-20,2024-07,20,2023-05-31,2023-05,31.0,-416.0,,early,False,False,False,contract fee repayment,contract fee repayment,paid on time,paid on time,True,14.73,0.0,14.73,True,3311.82,9888.18,,False,True,False,False,False,37216892,True,
0fd46b6c118d,37216892,0,72,,,closure,2024-08-20,2024-08,20,2023-05-31,2023-05,31.0,-447.0,,early,False,False,False,principal,principal,paid on time,paid on time,True,141.5,0.0,141.5,True,3453.32,9746.68,,False,True,False,False,False,37216892,True,
0fd46b6c118d,37216892,0,73,,,closure,2024-08-20,2024-08,20,2023-05-31,2023-05,31.0,-447.0,,early,False,False,False,contract fee repayment,contract fee repayment,paid on time,paid on time,True,14.73,0.0,14.73,True,3468.05,9731.95,,False,True,False,False,False,37216892,True,
0fd46b6c118d,37216892,0,74,,,closure,2024-09-20,2024-09,20,2023-05-31,2023-05,31.0,-478.0,,early,False,False,False,principal,principal,paid on time,paid on time,True,144.39,0.0,144.39,True,3612.44,9587.56,,False,True,False,False,False,37216892,True,
0fd46b6c118d,37216892,0,75,,,closure,2024-09-20,2024-09,20,2023-05-31,2023-05,31.0,-478.0,,early,False,False,False,contract fee repayment,contract fee repayment,paid on time,paid on time,True,14.73,0.0,14.73,True,3627.17,9572.83,,False,True,False,False,False,37216892,True,
0fd46b6c118d,37216892,0,76,,,closure,2024-10-20,2024-10,20,2023-05-31,2023-05,31.0,-508.0,,early,False,False,False,principal,principal,paid on time,paid on time,True,147.34,0.0,147.34,True,3774.51,9425.49,,False,True,False,False,False,37216892,True,
0fd46b6c118d,37216892,0,77,,,closure,2024-10-20,2024-10,20,2023-05-31,2023-05,31.0,-508.0,,early,False,False,False,contract fee repayment,contract fee repayment,paid on time,paid on time,True,14.73,0.0,14.73,True,3789.24,9410.76,,False,True,False,False,False,37216892,True,
0fd46b6c118d,37216892,0,78,,,closure,2024-11-20,2024-11,20,2023-05-31,2023-05,31.0,-539.0,,early,False,False,False,principal,principal,paid on time,paid on time,True,150.35,0.0,150.35,True,3939.59,9260.41,,False,True,False,False,False,37216892,True,
0fd46b6c118d,37216892,0,79,,,closure,2024-11-20,2024-11,20,2023-05-31,2023-05,31.0,-539.0,,early,False,False,False,contract fee repayment,contract fee repayment,paid on time,paid on time,True,14.73,0.0,14.73,True,3954.32,9245.68,,False,True,False,False,False,37216892,True,
0fd46b6c118d,37216892,0,80,,,closure,2024-12-20,2024-12,20,2023-05-31,2023-05,31.0,-569.0,,early,False,False,False,principal,principal,paid on time,paid on time,True,153.42,0.0,153.42,True,4107.74,9092.26,,False,True,False,False,False,37216892,True,
0fd46b6c118d,37216892,0,81,,,closure,2024-12-20,2024-12,20,2023-05-31,2023-05,31.0,-569.0,,early,False,False,False,contract fee repayment,contract fee repayment,paid on time,paid on time,True,14.73,0.0,14.73,True,4122.47,9077.53,,False,True,False,False,False,37216892,True,
0fd46b6c118d,37216892,0,82,,,closure,2025-01-20,2025-01,20,2023-05-31,2023-05,31.0,-600.0,,early,False,False,False,principal,principal,paid on time,paid on time,True,156.56,0.0,156.56,True,4279.03,8920.97,,False,True,False,False,False,37216892,True,
0fd46b6c118d,37216892,0,83,,,closure,2025-01-20,2025-01,20,2023-05-31,2023-05,31.0,-600.0,,early,False,False,False,contract fee repayment,contract fee repayment,paid on time,paid on time,True,14.73,0.0,14.73,True,4293.76,8906.24,,False,True,False,False,False,37216892,True,
0fd46b6c118d,37216892,0,84,,,closure,2025-02-20,2025-02,20,2023-05-31,2023-05,31.0,-631.0,,early,False,False,False,principal,principal,paid on time,paid on time,True,159.76,0.0,159.76,True,4453.52,8746.48,,False,True,False,False,False,37216892,True,
0fd46b6c118d,37216892,0,85,,,closure,2025-02-20,2025-02,20,2023-05-31,2023-05,31.0,-631.0,,early,False,False,False,contract fee repayment,contract fee repayment,paid on time,paid on time,True,14.73,0.0,14.73,True,4468.25,8731.75,,False,True,False,False,False,37216892,True,
0fd46b6c118d,37216892,0,86,,,closure,2025-03-20,2025-03,20,2023-05-31,2023-05,31.0,-659.0,,early,False,False,False,principal,principal,paid on time,paid on time,True,163.02,0.0,163.02,True,4631.27,8568.73,,False,True,False,False,False,37216892,True,
0fd46b6c118d,37216892,0,87,,,closure,2025-03-20,2025-03,20,2023-05-31,2023-05,31.0,-659.0,,early,False,False,False,contract fee repayment,contract fee repayment,paid on time,paid on time,True,14.73,0.0,14.73,True,4646.0,8554.0,,False,True,False,False,False,37216892,True,
0fd46b6c118d,37216892,0,88,,,closure,2025-04-20,2025-04,20,2023-05-31,2023-05,31.0,-690.0,,early,False,False,False,principal,principal,paid on time,paid on time,True,166.35,0.0,166.35,True,4812.35,8387.65,,False,True,False,False,False,37216892,True,
0fd46b6c118d,37216892,0,89,,,closure,2025-04-20,2025-04,20,2023-05-31,2023-05,31.0,-690.0,,early,False,False,False,contract fee repayment,contract fee repayment,paid on time,paid on time,True,14.73,0.0,14.73,True,4827.08,8372.92,,False,True,False,False,False,37216892,True,
0fd46b6c118d,37216892,0,90,,,closure,2025-05-20,2025-05,20,2023-05-31,2023-05,31.0,-720.0,,early,False,False,False,principal,principal,paid on time,paid on time,True,169.75,0.0,169.75,True,4996.83,8203.17,,False,True,False,False,False,37216892,True,
0fd46b6c118d,37216892,0,91,,,closure,2025-05-20,2025-05,20,2023-05-31,2023-05,31.0,-720.0,,early,False,False,False,contract fee repayment,contract fee repayment,paid on time,paid on time,True,14.73,0.0,14.73,True,5011.56,8188.44,,False,True,False,False,False,37216892,True,
0fd46b6c118d,37216892,0,92,,,closure,2025-06-20,2025-06,20,2023-05-31,2023-05,31.0,-751.0,,early,False,False,False,principal,principal,paid on time,paid on time,True,173.22,0.0,173.22,True,5184.78,8015.22,,False,True,False,False,False,37216892,True,
0fd46b6c118d,37216892,0,93,,,closure,2025-06-20,2025-06,20,2023-05-31,2023-05,31.0,-751.0,,early,False,False,False,contract fee repayment,contract fee repayment,paid on time,paid on time,True,14.73,0.0,14.73,True,5199.51,8000.49,,False,True,False,False,False,37216892,True,
0fd46b6c118d,37216892,0,94,,,closure,2025-07-20,2025-07,20,2023-05-31,2023-05,31.0,-781.0,,early,False,False,False,principal,principal,paid on time,paid on time,True,176.76,0.0,176.76,True,5376.27,7823.73,,False,True,False,False,False,37216892,True,
0fd46b6c118d,37216892,0,95,,,closure,2025-07-20,2025-07,20,2023-05-31,2023-05,31.0,-781.0,,early,False,False,False,contract fee repayment,contract fee repayment,paid on time,paid on time,True,14.73,0.0,14.73,True,5391.0,7809.0,,False,True,False,False,False,37216892,True,
0fd46b6c118d,37216892,0,96,,,closure,2025-08-20,2025-08,20,2023-05-31,2023-05,31.0,-812.0,,early,False,False,False,principal,principal,paid on time,paid on time,True,180.37,0.0,180.37,True,5571.37,7628.63,,False,True,False,False,False,37216892,True,
0fd46b6c118d,37216892,0,97,,,closure,2025-08-20,2025-08,20,2023-05-31,2023-05,31.0,-812.0,,early,False,False,False,contract fee repayment,contract fee repayment,paid on time,paid on time,True,14.73,0.0,14.73,True,5586.1,7613.9,,False,True,False,False,False,37216892,True,
0fd46b6c118d,37216892,0,98,,,closure,2025-09-20,2025-09,20,2023-05-31,2023-05,31.0,-843.0,,early,False,False,False,principal,principal,paid on time,paid on time,True,184.06,0.0,184.06,True,5770.16,7429.84,,False,True,False,False,False,37216892,True,
0fd46b6c118d,37216892,0,99,,,closure,2025-09-20,2025-09,20,2023-05-31,2023-05,31.0,-843.0,,early,False,False,False,contract fee repayment,contract fee repayment,paid on time,paid on time,True,14.73,0.0,14.73,True,5784.89,7415.11,,False,True,False,False,False,37216892,True,
0fd46b6c118d,37216892,0,100,,,closure,2025-10-20,2025-10,20,2023-05-31,2023-05,31.0,-873.0,,early,False,False,False,principal,principal,paid on time,paid on time,True,187.82,0.0,187.82,True,5972.71,7227.29,,False,True,False,False,False,37216892,True,
