tape_id,as_of_date,loan_id,source_row_index,loan_status,loan_type,loan_amount_eur,interest_rate_pct,loan_term_months,disbursal_date,expected_repayment_date,diary_readable,diary_truncated,diary_raw_chars,records_parsed,records_salvaged,dropped_tail_chars,parse_error,regular_rows,paid_rows,open_rows,closure_rows,duplicate_rows,early_repayment_rows,termination_rows,rows_with_parse_issues,periods_in_diary,periods_with_interest_row,periods_with_principal_row,periods_interest_without_principal,first_due_date,last_due_date,schedule_months_beyond_diary,first_actual_date,last_actual_date,next_due_date,overdue_open_rows,overdue_open_eur,max_days_past_due,paid_late_rows,paid_late_share,median_delay_days,worst_delay_days,longest_late_streak,delay_trend_days,usual_due_day,usual_paid_day,principal_paid_eur,principal_via_closure_eur,fee_paid_eur,interest_paid_eur,overdue_interest_paid_eur,settlement_cash_eur,pending_eur,principal_outstanding_end_eur,summary_repaid_principal_eur,summary_outstanding_principal_eur,summary_repaid_interest_eur,summary_days_late
0fd46b6c118d,2025-01-23,73371141,17,repaid,instalment,535.0,15.0,8,2023-06-08,2024-01-16,True,False,6324,36,0,0,,25,25,0,8,0,0,0,0,9,8,8,0,2023-06-16,2024-03-16,0,2023-06-16,2024-01-23,,0,0.0,,3,0.125,0.0,7.0,3,2.4,16.0,16.0,502.9,185.78,32.1,27.69,0.12,0.0,0.0,0.0,535.0,0.0,27.69,0
0fd46b6c118d,2025-01-23,76669736,18,repaid,instalment,329.0,18.0,12,2024-05-22,2025-05-20,True,False,2485,14,0,0,,11,11,0,0,0,3,0,0,5,4,2,2,2024-06-20,2024-08-22,9,2024-06-20,2024-08-22,,0,0.0,,3,0.3,0.0,10.0,3,-0.4,20.0,20.0,44.74,0.0,7.27,12.58,0.06,254.23,0.0,22.76,329.0,0.0,12.58,0
0fd46b6c118d,2025-01-23,78579969,19,repaid,instalment,535.0,19.0,12,2022-07-04,2023-06-25,True,False,7938,45,0,0,,43,43,0,0,0,0,0,0,17,12,12,0,2022-07-25,2023-07-17,0,2022-07-26,2023-07-17,,0,0.0,,18,0.5,6.0,53.0,9,19.2,25.0,25.0,500.23,0.0,34.77,51.43,2.78,0.0,0.0,-0.0,535.0,0.0,51.43,0
0fd46b6c118d,2025-01-23,79811839,20,repaid,instalment,1300.0,21.0,24,2022-02-03,2024-01-15,True,False,14107,79,0,0,,76,76,0,0,0,0,1,0,22,15,14,1,2022-02-15,2023-06-05,7,2022-03-04,2024-11-18,,0,0.0,,39,0.886,375.0,613.0,35,413.3,15.0,20.0,597.63,0.0,117.65,238.33,36.56,584.72,55.75,0.0,1300.0,0.0,238.33,0
0fd46b6c118d,2025-01-23,96579687,21,repaid,instalment,440.0,22.0,18,2022-08-16,2024-01-20,True,False,9025,51,0,0,,48,48,0,0,0,0,1,0,18,15,14,1,2022-08-20,2024-02-13,0,2022-08-30,2024-04-25,,0,0.0,,26,0.591,20.0,302.0,17,159.8,20.0,17.0,293.77,0.0,39.2,74.03,5.99,107.03,0.0,0.0,440.0,0.0,74.03,0
0fd46b6c118d,2025-01-23,58153155,22,granted,instalment,20000.0,11.0,12,2024-12-27,2025-12-27,True,False,3930,24,0,0,,24,0,24,0,0,0,0,0,12,12,12,0,2025-01-27,2025-12-27,0,,,2025-01-27,0,0.0,,0,,,,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,21211.56,20000.0,0.0,20000.0,0.0,0
0fd46b6c118d,2025-01-23,32271989,23,granted,instalment,426.0,9.0,12,2025-01-22,2026-01-20,True,False,5920,36,0,0,,36,0,36,0,0,0,0,0,12,12,12,0,2025-02-20,2026-01-20,0,,,2025-02-20,0,0.0,,0,,,,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,445.3,426.0,0.0,425.53,0.0,0
0fd46b6c118d,2025-01-23,13891862,24,granted,instalment,378.0,11.0,12,2024-05-27,2025-05-27,True,False,4168,25,0,0,,25,15,10,0,0,0,0,0,13,12,12,0,2024-06-27,2025-05-27,0,2024-06-27,2024-12-27,2025-01-27,0,0.0,,0,0.0,0.0,5.0,0,2.6,27.0,27.0,206.97,0.0,0.0,18.8,0.03,0.0,175.81,171.03,206.97,171.03,18.8,0
0fd46b6c118d,2025-01-23,41531189,25,repaid,instalment,550.0,22.0,24,2024-01-15,2026-01-15,True,False,6818,39,0,0,,37,37,0,0,0,2,0,0,12,12,12,0,2024-02-15,2025-01-15,12,2024-02-15,2025-01-16,,0,0.0,,0,0.0,0.0,1.0,0,0.4,15.0,15.0,209.46,0.0,27.49,90.19,0.0,312.8,0.0,0.25,550.0,0.0,90.19,0
0fd46b6c118d,2025-01-23,35449965,26,granted,instalment,5150.0,9.0,50,2022-03-09,2026-05-09,True,False,25759,150,0,0,,150,102,48,0,0,0,0,0,50,50,50,0,2022-04-09,2026-05-09,0,2022-04-09,2025-01-09,2025-02-09,0,0.0,,0,0.0,0.0,0.0,0,0.0,9.0,9.0,3052.13,0.0,70.04,938.87,0.0,0.0,2159.33,2027.83,3122.17,2027.83,938.87,0
0fd46b6c118d,2025-01-23,97751227,27,granted,instalment,556.0,11.0,24,2024-05-23,2026-05-23,True,False,7832,48,0,0,,48,14,34,0,0,0,0,0,24,24,24,0,2024-06-23,2026-05-23,0,2024-06-23,2024-12-23,2025-01-23,0,0.0,,0,0.0,0.0,0.0,0,0.0,23.0,23.0,130.08,0.0,0.0,32.2,0.0,0.0,463.08,425.92,130.08,425.67,32.2,0
0fd46b6c118d,2025-01-23,62778129,28,granted,deferred annuity,3000.0,16.0,24,2024-02-09,2026-02-09,True,False,7628,46,0,0,,46,20,26,0,0,0,0,0,23,23,23,0,2024-04-09,2026-02-09,0,2024-04-09,2025-01-10,2025-02-09,0,0.0,,0,0.0,1.0,3.0,0,0.8,9.0,9.0,1169.24,0.0,0.0,373.96,0.0,0.0,2006.16,1830.76,1169.24,1830.76,373.96,0
0fd46b6c118d,2025-01-23,14146974,29,repaid,deferred annuity,135.0,25.0,36,2024-04-02,2027-04-02,True,False,1713,10,0,0,,9,9,0,0,0,1,0,0,9,0,9,0,2024-05-02,2025-01-10,27,2024-05-02,2025-01-10,,0,0.0,,0,0.0,0.0,0.0,0,0.0,2.0,2.0,33.75,0.0,0.0,0.0,0.0,101.25,0.0,0.0,135.0,0.0,,0
0fd46b6c118d,2025-01-23,74364775,30,granted,deferred annuity,372.0,39.0,36,2023-02-22,2026-02-22,True,False,11408,68,0,0,,68,40,28,0,0,0,0,0,42,26,36,0,2023-03-22,2026-02-22,0,2023-03-22,2025-01-09,2025-02-22,2,15.39,1.0,12,0.353,1.0,26.0,4,5.1,22.0,22.0,181.62,0.0,0.0,92.4,0.81,0.0,242.14,190.38,181.62,190.22,92.4,0
0fd46b6c118d,2025-01-23,94976997,31,granted,instalment,5537.0,22.0,36,2024-07-24,2027-07-24,True,False,18100,108,0,0,,108,15,93,0,0,0,0,0,36,36,36,0,2024-08-24,2027-07-24,0,2024-08-25,2024-12-26,2025-01-24,0,0.0,,0,0.0,1.0,2.0,0,0.4,24.0,24.0,437.73,0.0,74.55,442.69,0.0,0.0,6542.9,5024.72,512.28,5024.82,442.69,0
0fd46b6c118d,2025-01-23,26961823,32,granted,deferred annuity,138.0,43.0,36,2023-09-15,2026-09-15,True,False,10103,62,0,0,,62,22,40,0,0,0,0,0,36,26,36,0,2023-10-15,2026-09-15,0,2023-10-15,2025-01-15,2025-02-15,0,0.0,,0,0.0,0.0,0.0,0,0.0,15.0,15.0,49.8,0.0,0.0,20.44,0.0,0.0,126.95,88.2,49.8,87.79,20.44,0
0fd46b6c118d,2025-01-23,94273288,33,repaid,deferred annuity,75000.0,14.0,12,2023-12-04,2024-12-04,True,False,3094,18,0,0,,18,18,0,0,0,0,0,0,9,9,9,0,2024-04-04,2024-12-04,0,2024-04-04,2024-12-04,,0,0.0,,0,0.0,0.0,0.0,0,0.0,4.0,4.0,75000.0,0.0,0.0,7191.06,0.0,0.0,0.0,0.0,75000.0,0.0,7191.06,0
0fd46b6c118d,2025-01-23,57496522,34,repaid,instalment,1065.0,13.0,12,2023-02-08,2024-02-08,True,False,6273,36,0,0,,36,36,0,0,0,0,0,0,12,12,12,0,2023-03-08,2024-02-08,0,2023-03-08,2024-02-08,,0,0.0,,0,0.0,0.0,1.0,0,-0.5,8.0,8.0,1001.1,0.0,63.9,73.19,0.0,0.0,0.0,-0.0,1065.0,0.0,73.19,0
0fd46b6c118d,2025-01-23,79362712,35,repaid,instalment,369.0,11.0,6,2023-04-12,2023-10-12,True,False,2039,12,0,0,,12,12,0,0,0,0,0,0,6,6,6,0,2023-05-12,2023-10-12,0,2023-05-12,2023-10-12,,0,0.0,,0,0.0,0.0,0.0,0,0.0,12.0,12.0,369.0,0.0,0.0,12.01,0.0,0.0,0.0,0.0,369.0,0.0,12.01,0
0fd46b6c118d,2025-01-23,82251944,36,granted,deferred annuity,136.0,50.0,36,2024-01-25,2027-01-25,True,False,9996,62,0,0,,62,12,50,0,0,0,0,0,36,26,36,0,2024-02-25,2027-01-25,0,2024-02-25,2024-12-25,2025-01-25,0,0.0,,0,0.0,0.0,0.0,0,0.0,25.0,25.0,39.3,0.0,0.0,4.1,0.0,0.0,163.59,96.7,39.3,97.18,4.1,0
0fd46b6c118d,2025-01-23,56721442,37,granted,instalment,20018.0,14.0,120,2025-01-16,2034-12-20,True,True,32767,198,198,137,,198,3,195,0,0,0,0,0,120,120,39,81,2025-01-20,2034-12-20,0,2025-01-20,2025-01-21,2025-02-20,0,0.0,,0,0.0,1.0,1.0,0,,20.0,21.0,68.6,0.0,13.26,28.66,0.0,0.0,19639.03,19936.14,81.86,19936.46,28.66,0
0fd46b6c118d,2025-01-23,57248583,38,granted,deferred annuity,216.0,19.0,36,2023-07-04,2026-07-04,True,False,10118,62,0,0,,62,26,36,0,0,0,0,0,36,26,36,0,2023-08-04,2026-07-04,0,2023-08-04,2025-01-04,2025-02-04,0,0.0,,0,0.0,0.0,1.0,0,-0.1,4.0,4.0,96.76,0.0,0.0,17.75,0.0,0.0,138.36,119.24,96.76,119.14,17.75,0
0fd46b6c118d,2025-01-23,97987259,39,granted,instalment,50000.0,9.0,36,2022-02-25,2025-02-25,True,False,12333,72,0,0,,72,68,4,0,0,0,0,0,36,36,36,0,2022-03-25,2025-02-25,0,2022-03-25,2024-12-27,2025-01-25,0,0.0,,0,0.0,0.0,2.0,0,0.4,25.0,25.0,46855.47,0.0,0.0,7204.19,0.0,0.0,3179.98,3144.53,46855.47,3144.53,7204.19,0
0fd46b6c118d,2025-01-23,68531246,40,granted,deferred annuity,10015.0,14.0,36,2023-04-21,2026-04-21,True,False,10858,65,0,0,,65,35,30,0,0,0,0,0,33,33,32,1,2023-08-21,2026-04-21,0,2023-08-21,2025-01-21,2025-02-21,0,0.0,,0,0.0,0.0,1.0,0,-0.1,21.0,21.0,4812.72,0.0,0.0,2028.36,0.0,0.0,5700.9,5202.28,4812.72,5202.28,2028.36,0
0fd46b6c118d,2025-01-23,96227257,41,repaid,deferred annuity,20000.0,16.0,6,2024-01-18,2024-07-18,True,False,1718,10,0,0,,10,10,0,0,0,0,0,0,5,5,5,0,2024-03-18,2024-07-18,0,2024-03-18,2024-07-18,,0,0.0,,0,0.0,0.0,2.0,0,0.0,18.0,18.0,20000.0,0.0,0.0,1080.85,0.0,0.0,0.0,0.0,20000.0,0.0,1080.85,0
0fd46b6c118d,2025-01-23,56595445,42,granted,instalment,12000.0,14.0,12,2024-12-12,2025-12-12,True,False,3923,24,0,0,,24,2,22,0,0,0,0,0,12,12,12,0,2025-01-12,2025-12-12,0,2025-01-12,2025-01-12,2025-02-12,0,0.0,,0,0.0,0.0,0.0,0,,12.0,12.0,937.45,0.0,0.0,140.0,0.0,0.0,11851.95,11062.55,937.45,11062.55,140.0,0
0fd46b6c118d,2025-01-23,51117775,43,granted,instalment,10538.0,14.0,120,2025-01-20,2034-12-28,True,True,32767,200,200,40,,200,0,200,0,0,0,0,0,120,120,40,80,2025-01-30,2034-12-28,0,,,2025-01-30,0,0.0,,0,,,,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,10484.11,10538.0,0.0,10537.75,0.0,0
0fd46b6c118d,2025-01-23,86642894,44,granted,instalment,663.0,18.0,24,2024-05-27,2026-05-27,True,False,12048,72,0,0,,72,21,51,0,0,0,0,0,24,24,24,0,2024-06-27,2026-05-27,0,2024-06-27,2024-12-27,2025-01-27,0,0.0,,0,0.0,0.0,3.0,0,0.5,27.0,27.0,142.62,0.0,18.34,56.78,0.0,0.0,567.37,502.04,160.96,502.02,56.78,0
0fd46b6c118d,2025-01-23,72457171,45,granted,instalment,5495.0,14.0,75,2024-06-21,2030-09-21,True,True,32767,197,197,102,,197,21,176,0,0,0,0,0,75,75,61,14,2024-07-21,2030-09-21,0,2024-07-21,2025-01-21,2025-02-21,0,0.0,,0,0.0,0.0,0.0,0,0.0,21.0,21.0,246.83,0.0,46.13,399.89,0.0,0.0,5910.11,5202.04,292.96,5201.55,399.89,0
0fd46b6c118d,2025-01-23,87152791,46,granted,instalment,1045.0,8.0,36,2023-08-17,2026-08-17,True,False,18269,108,0,0,,108,51,57,0,0,0,0,0,36,36,36,0,2023-09-17,2026-08-17,0,2023-09-17,2025-01-17,2025-02-17,0,0.0,,0,0.0,0.0,0.0,0,0.0,17.0,17.0,417.57,0.0,19.72,92.15,0.0,0.0,648.12,607.71,437.29,607.71,92.15,0
0fd46b6c118d,2025-01-23,35612451,47,granted,instalment,10800.0,8.0,84,2023-02-28,2030-02-28,True,True,32767,195,195,28,,195,66,129,0,0,0,0,0,84,84,56,28,2023-03-28,2030-02-28,0,2023-03-29,2024-12-28,2025-01-28,0,0.0,,0,0.0,0.0,1.0,0,-0.2,28.0,28.0,1797.51,0.0,56.54,1432.66,0.0,0.0,6133.13,8945.95,1854.05,8945.95,1432.66,0
0fd46b6c118d,2025-01-23,35666371,48,granted,instalment,6793.0,14.0,36,2025-01-13,2028-01-01,True,False,17986,108,0,0,,108,0,108,0,0,0,0,0,36,36,36,0,2025-02-01,2028-01-01,0,,,2025-02-01,0,0.0,,0,,,,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,8241.11,6793.0,0.0,6792.69,0.0,0
0fd46b6c118d,2025-01-23,82522951,49,repaid,instalment,10000.0,15.0,24,2022-04-04,2024-04-04,True,False,8199,48,0,0,,48,48,0,0,0,0,0,0,24,24,24,0,2022-05-04,2024-04-04,0,2022-05-04,2024-04-04,,0,0.0,,0,0.0,2.0,3.0,0,-0.1,4.0,6.0,10000.0,0.0,0.0,1636.88,0.0,0.0,0.0,0.0,10000.0,0.0,1636.88,0
0fd46b6c118d,2025-01-23,83898441,50,granted,deferred annuity,217.0,21.0,36,2023-10-05,2026-10-05,True,False,10087,62,0,0,,62,20,42,0,0,0,0,0,36,26,36,0,2023-11-05,2026-10-05,0,2023-11-05,2025-01-06,2025-02-05,0,0.0,,0,0.0,1.0,5.0,0,-0.5,5.0,6.0,81.63,0.0,0.0,12.98,0.0,0.0,163.77,135.37,81.63,135.15,12.98,0
0fd46b6c118d,2025-01-23,64933882,51,granted,instalment,663.0,18.0,72,2025-01-07,2030-12-20,True,True,32767,199,199,150,,199,3,196,0,0,0,0,0,71,71,64,7,2025-01-20,2030-11-20,1,2025-01-21,2025-01-21,2025-02-20,0,0.0,,0,0.0,1.0,1.0,0,,20.0,21.0,3.93,0.0,0.87,3.9,0.0,0.0,928.38,658.2,4.8,658.18,3.9,0
0fd46b6c118d,2025-01-23,13314659,52,granted,instalment,2390.0,14.0,120,2024-08-27,2034-08-27,True,True,32767,200,200,50,,200,12,188,0,0,0,0,0,120,120,40,80,2024-09-27,2034-08-27,0,2024-09-27,2024-12-27,2025-01-27,0,0.0,,0,0.0,0.0,0.0,0,0.0,27.0,27.0,33.36,0.0,6.32,102.1,0.0,0.0,2253.07,2350.32,39.68,2350.33,102.1,0
0fd46b6c118d,2025-01-23,69683127,53,granted,instalment,443.0,18.0,80,2025-01-16,2031-08-27,True,True,32767,200,200,78,,200,0,200,0,0,0,0,0,79,79,60,19,2025-01-27,2031-07-27,1,,,2025-01-27,0,0.0,,0,,,,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,569.97,443.0,0.0,443.33,0.0,0
0fd46b6c118d,2025-01-23,41222884,54,granted,instalment,2198.0,14.0,28,2024-07-22,2026-11-22,True,False,14016,84,0,0,,84,18,66,0,0,0,0,0,28,28,28,0,2024-08-22,2026-11-22,0,2024-08-22,2025-01-22,2025-02-22,0,0.0,,0,0.0,0.0,0.0,0,0.0,22.0,22.0,347.21,0.0,42.36,130.08,0.0,0.0,2043.89,1808.43,389.57,1808.23,130.08,0
0fd46b6c118d,2025-01-23,53788773,55,granted,deferred annuity,356.0,21.0,36,2023-04-19,2026-04-19,True,False,10419,63,0,0,,63,33,30,0,0,0,0,0,37,26,36,0,2023-05-19,2026-04-19,0,2023-05-19,2025-01-20,2025-02-19,0,0.0,,2,0.062,1.0,6.0,2,1.1,19.0,19.0,183.77,0.0,0.0,42.46,0.01,0.0,197.63,172.23,183.77,171.87,42.46,0
0fd46b6c118d,2025-01-23,33817222,56,granted,instalment,5523.0,18.0,84,2024-10-16,2031-10-16,True,True,32767,198,198,121,,198,9,189,0,0,0,0,0,84,84,57,27,2024-11-16,2031-10-16,0,2024-11-16,2025-01-16,2025-02-16,0,0.0,,0,0.0,0.0,2.0,0,0.3,16.0,16.0,82.86,0.0,18.33,224.21,0.0,0.0,6527.22,5421.81,101.19,5422.29,224.21,0
0fd46b6c118d,2025-01-23,43365273,57,granted,instalment,4900.0,8.0,48,2023-08-18,2027-08-18,True,False,24291,144,0,0,,144,51,93,0,0,0,0,0,48,48,48,0,2023-09-18,2027-08-18,0,2023-09-18,2025-01-18,2025-02-18,0,0.0,,0,0.0,0.0,1.0,0,0.0,18.0,18.0,1352.65,0.0,69.36,463.64,0.0,0.0,3857.63,3477.99,1422.01,3477.99,463.64,0
0fd46b6c118d,2025-01-23,28133318,58,granted,instalment,638.0,9.0,12,2025-01-20,2026-01-15,True,False,5920,36,0,0,,36,0,36,0,0,0,0,0,12,12,12,0,2025-02-15,2026-01-15,0,,,2025-02-15,0,0.0,,0,,,,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,667.72,638.0,0.0,638.3,0.0,0
0fd46b6c118d,2025-01-23,59768427,59,repaid,instalment,540.0,22.0,12,2022-11-14,2023-11-14,True,False,6272,36,0,0,,36,36,0,0,0,0,0,0,12,12,12,0,2022-12-14,2023-11-14,0,2022-12-14,2023-11-14,,0,0.0,,0,0.0,0.0,0.0,0,0.0,14.0,14.0,502.2,0.0,37.8,62.99,0.0,0.0,0.0,0.0,540.0,0.0,62.99,0
0fd46b6c118d,2025-01-23,66526158,60,granted,instalment,3846.0,14.0,26,2025-01-15,2027-03-14,True,False,12982,78,0,0,,78,0,78,0,0,0,0,0,26,26,26,0,2025-02-14,2027-03-14,0,,,2025-02-14,0,0.0,,0,,,,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,4438.83,3846.0,0.0,3846.15,0.0,0
0fd46b6c118d,2025-01-23,71317797,61,granted,deferred annuity,160.0,19.0,36,2023-09-20,2026-09-20,True,False,10108,62,0,0,,62,22,40,0,0,0,0,0,36,26,36,0,2023-10-20,2026-09-20,0,2023-10-20,2025-01-20,2025-02-20,0,0.0,,0,0.0,0.0,0.0,0,0.0,20.0,20.0,64.26,0.0,0.0,10.26,0.0,0.0,113.08,95.74,64.26,95.73,10.26,0
